idescuela,idplantel,ccts,escuela,idcodigo,cv_cct,
305,08INM_26936,08KPR2078Z,PRIMARIA COMUNITARIA,20445,08KPR2078Z,
306,08INM_26933,08DPR0973Z,IGNACIO RAMIREZ,20445,08DPR0973Z,
307,08INM_26969,08KPR1007Z,ESCUELA PRIMARIA,20445,08KPR1007Z,
308,08INM_26961,08DPB0306F,BENITO JUAREZ,20445,08DPB0306F,
309,08INM_26937,08DPB0487F,CULTURA TARAHUMARA,20445,08DPB0487F,
310,08INM_26883,08DPB0399L,PAQUIME,20445,08DPB0399L,
311,08INM_26966,08KSC0043S,SECUNDARIA INDIGENA COMUNITARIA,20445,,
312,08INM_26967,08DCC0285E,MARIA MONTESSORI,20445,08DCC0285E,
313,08INM_26968,08DPB0605D,EMILIANO ZAPATA,20445,08DPB0605D,
314,08INM_26889,08EPR0030I,MIGUEL LERDO DE TEJADA 2561,20445,08EPR0030I,
315,08INM_26890,08DTV0203J,TELESECUNDARIA FEDERALIZADA,20445,08DTV0203J,
316,08INM_26891,08DPB0173F,BENITO JUAREZ,20445,08DPB0173F,
317,08INM_26892,08DCC0097L,IGNACIO ZARAGOZA,20445,08DCC0097L,
318,08INM_26893,08DPB0157O,VENUSTIANO CARRANZA,20445,08DPB0157O,
319,08INM_26981,08KPR1984V/08KJN1318L,PRIMARIA COMUNITARIA,,08KPR1984V,
320,08INM_26960,08DPB0666R,PRIMARIA INDIGENA,20445,08DPB0666R,
321,08INM_26905,08DPB0156P,BENITO JUAREZ,20445,08DPB0156P,
322,08INM_26894,08DCC0098K/08DTV0163Z,IGNACIO ZARAGOZA,,08DCC0098K,
323,08INM_26895,08DPB0530D,CHIHUAHUA,20445,08DPB0530D,
324,08INM_28685,08KPB0202U,PRIMARIA INDIGENA COMUNITARIA,20445,,
325,08INM_26978,08DPB0597L,16 DE SEPTIEMBRE,20445,08DPB0597L,
326,08INM_26898,08DTV0237Z,TELESECUNDARIA FEDERALIZADA,20445,08DTV0237Z,
327,08INM_26900,08DCC0313K,MATILDE PALMA PALMA,20445,08DCC0313K,
328,08INM_26910,08DTV0097Q,CHARLES ROBERT DARWIN,20445,08DTV0097Q,
329,08INM_26954,08DPB0598K,NIÑO TARAHUMARA,20445,08DPB0598K,
330,08INM_26907,08DTV0129S,TELESECUNDARIA FEDERALIZADA,20445,08DTV0129S,
331,08INM_26908,08DCC0169O/08DPB0411Q,FLORENCIO DIAZ HOLGUIN,,08DCC0169O,
332,08INM_26955,08DPB0606C,IGNACIO ZARAGOZA,20445,08DPB0606C,
333,08INM_26909,08DPB0123Y,CUITLAHUAC,20445,08DPB0123Y,
334,08INM_26918,08DPB0050W,ALFONSO CASO,20445,08DPB0050W,
335,08INM_26879,08DTV0173F,TELESECUNDARIA FEDERALIZADA,20445,08DTV0173F,
336,08INM_26912,08DPR1491Z,JUSTO SIERRA,20445,08DPR1491Z,
337,08INM_26913,08DTV0198O,TELESECUNDARIA FEDERALIZADA,20445,08DTV0198O,
338,08INM_26914,08KJN0127O,PREESCOLAR COMUNITARIO,20445,08KJN0127O,
339,08INM_26979,08DPB0720V,ELVIRA CRUZ BUSTILLOS,20445,08DPB0720V,
340,08INM_26939,08DTV0227T,TELESECUNDARIA FEDERALIZADA,20445,08DTV0227T,
341,08INM_26940,08DCC0102G,GUADALUPE VICTORIA,20445,08DCC0102G,
342,08INM_26922,08KSC0038G,SECUNDARIA INDIGENA COMUNITARIA,20445,,
343,08INM_26923,08DPB0647C,MOCTEZUMA XOCOYOTZIN,20445,08DPB0647C,
344,08INM_26924,08KCC0227Y,PREESCOLAR INDIGENA COMUNITARIO,20445,08KCC0227Y,
345,08INM_26953,08DPB0625R,PRIMARIA BILINGUE,20445,08DPB0625R,
346,08INM_26973,08DPR0752O,"CENTRO   REGIONAL   DE   EDUC.   INT.   EMILIANO
ZAPATA",20445,,
347,08INM_26974,08DJN2262X,HELLEN KELLER,20445,08DJN2262X,
348,08INM_26925,08KPB0243U,PRIMARIA INDIGENA COMUNITARIA,20445,08KPB0243U,
349,08INM_26926,08DPB0412P,LEONIDAS PROAÑO,20445,08DPB0412P,
350,08INM_26927,08DCC0036Y,RAUL FERNANDEZ VILLALOBOS,20445,08DCC0036Y,
351,08INM_26972,08DPB0135C,VICENTE GUERRERO,20445,08DPB0135C,
352,08INM_26956,08DPB0335A,CINCO DE MAYO,20445,08DPB0335A,
353,08INM_26957,08KSC0033L,SECUNDARIA INDIGENA COMUNITARIA,20445,08KSC0033L,
354,08INM_26958,08DCC0215J,CENTRO DE CASTELLANIZACION,20445,08DCC0215J,
355,08INM_27082,08KTV0228B,SECUNDARIA COMUNITARIA,20445,,
356,08INM_27083,08KPR2038Z,ESCUELA PRIMARIA,20445,,
357,08INM_27063,08DPB0393R,JUSTO SIERRA,20445,,
358,08INM_27098,08DPB0464V,LUIS ECHEVERRIA ALVAREZ,20445,,
359,08INM_26996,08DPR1931G,JOSEFA ORTIZ DE DOMINGUEZ,20445,,
360,08INM_27062,08KPR1847S,ESCUELA PRIMARIA,20445,,
361,08INM_27085,08KPR2080O,PRIMARIA COMUNITARIA,20445,,
362,08INM_26997,08KPR2073E,PRIMARIA COMUNITARIA,20445,,
363,08INM_26999,08DCC0217H/08DPB0151U,FRIDA KAHLO,,,
364,08INM_27000,08DPB0460Z,JAIME TORRES BODET,20445,,
365,08INM_27001,08DCC0170D,JOSEFA ORTIZ DE DOMINGUEZ,20445,,
366,08INM_27073,08KPR1742Y,ESCUELA PRIMARIA,20445,,
367,08INM_27097,08KJN1408D/08DPB0706B,PREESCOLAR COMUNITARIO,,,
368,08INM_27002,08DCC0046E,MATILDE MONTOYA LAFRAGUA,20445,,
369,08INM_27003,08DPB0386H,LAZARO CARDENAS,20445,,
370,08INM_27066,08DPB0019M,LAZARO CARDENAS,20445,,
371,08INM_27103,08DPB0465U,JOSE MARIA MORELOS,20445,,
372,08INM_27006,08DPB0665S,MARIANO IRIGOYEN,20445,,
373,08INM_27096,08DPB0722T,CLEMENTE CRUZ HUAHUICHI,20445,,
374,08INM_27022,08DTV0176C,LAZARO CARDENAS DEL RIO,20445,,
375,08INM_27023,08DCC0087E,CUITLAHUAC,20445,,
376,08INM_27095,08DPB0508B,MOCTEZUMA,20445,,
377,08INM_27004,08DCC0234Y,MIGUEL HIDALGO Y COSTILLA,20445,,
378,08INM_27005,08DPB0500J,MANUEL GOMEZ MORIN,20445,,
379,08INM_27076,08KJN0833S,PREESCOLAR COMUNITARIO,20445,,
380,08INM_27077,08KPR1590J,ESCUELA PRIMARIA,20445,,
381,08INM_26990,08DPR1252Z,LIBERTAD,20445,,
382,08INM_26991,08KJN1559J,PREESCOLAR COMUNITARIO,20445,,
383,08INM_27012,08KPR2074D,PRIMARIA COMUNITARIA,20445,,
384,08INM_27070,08KJN0942Z,PREESCOLAR COMUNITARIO,20445,,
385,08INM_27071,08KPR1700Z,PRIMARIA COMUNITARIA,20445,,
386,08INM_27105,08KTV0231P,SECUNDARIA COMUNITARIA,20445,,
387,08INM_27053,08DTV0147H,RAMON LOPEZ PEREZ,20445,,
388,08INM_27054,08DCC0083I,BENITO JUAREZ,20445,,
389,08INM_27055,08DPB0507C,BENITO JUAREZ,20445,,
390,08INM_27101,08KPR2017M,ESCUELA PRIMARIA,20445,,
391,08INM_27094,08KPR0962C/08KJN0834R,ESCUELA PRIMARIA,,,
392,08INM_27084,08DPB0511P/08DTV0197P/08DCC0040K,SANTIAGO RECALACHE,,,
393,08INM_27090,08DPB0391T,AGUSTIN MELGAR,20445,,
394,08INM_27104,08DPB0392S,NICOLAS BRAVO,20445,,
395,08INM_27080,08DPB0670D,EMILIO ABREU GOMEZ,20445,,
396,08INM_27092,08DCC0284F,GABRIELA MISTRAL,20445,,
397,08INM_27093,08DPB0649A,ANTONIO ORTIZ MENA,20445,,
398,08INM_27107,08DPB0728N,NIEVES SALMERON FRIAS,20445,,
399,08INM_27102,08DPB0498L,AGUSTIN MELGAR,20445,,
400,08INM_27036,08DPR2317Z,FRANCISCO VILLA,20445,,
401,08INM_27037,08KTV0149P/08KJN1548D,SECUNDARIA COMUNITARIA,,,
402,08INM_27033,08KJN1220A,JARDIN DE NIÑOS,20445,,
403,08INM_27034,08KTV0052D,SECUNDARIA COMUNITARIA,20445,,
404,08INM_27035,08DPR1829T,AGUSTIN MELGAR,20445,,
405,08INM_27039,08DTV0194S,MIGUEL HIDALGO,20445,,
406,08INM_27040,08DPR1928T,NIÑO ARTILLERO,20445,,
407,08INM_27041,08DCC0175Z,ELVIRA CRUZ BUSTILLOS,20445,,
408,08INM_27042,08KPR2081N,PRIMARIA COMUNITARIA,20445,,
409,08INM_27043,08DPB0526R,CUAUHTEMOC,20445,,
410,08INM_27099,08KTV0224F,SECUNDARIA COMUNITARIA,20445,,
411,08INM_27100,08DPB0669O,JOSE MARIA LUIS MORA,20445,,
412,08INM_27048,08DTV0151U,SOY JUANA INES DE LA CRUZ,20445,,
413,08INM_27049,08DCC0121V,IGNACIO ALLENDE,20445,,
414,08INM_27050,08DPB0512O,ADOLFO LOPEZ MATEOS,20445,,
415,08INM_27091,08DPB0692P,JACINTO CANEK,20445,,
416,08INM_27051,08DCC0306A,LEONA VICARIO,20445,,
417,08INM_27052,08DPB0655L,EL PIPILA,20445,,
418,08INM_27056,08DJN2026U,MANUEL SUAREZ ONTIVEROS,20445,,
419,08INM_27057,08DPB0510Q,BENITO JUAREZ,20445,,
420,08INM_27058,08ETV0125V,TELESECUNDARIA 6126,20445,,
421,08INM_27059,08DCC0085G,NETZAHUALCOYOTL,20445,,
422,08INM_27116,08DTV0101M,QUETZALCOATL,20445,08DTV0101M,
423,08INM_27118,08DPB0631B,ESTANISLADO PALMA CANTERA,20445,08DPB0631B,
424,08INM_27206,08EPR0702F,VICENTE GUERRERO 2639,20445,08EPR0702F,
425,08INM_27207,08KTV0011D,SECUNDARIA COMUNITARIA,20445,08KTV0011D,
426,08INM_27217,08DCC0299H,JOSE IGNACIO URQUIDI,20445,08DCC0299H,
427,08INM_27218,08DPB0454O,CHIHUAHUA,20445,08DPB0454O,
428,08INM_27219,08KTV0197Z,SECUNDARIA COMUNITARIA,20445,08KTV0197Z,
429,08INM_27136,08DPB0643G,HERNANDO ALVARADO TEZOZOMOC,20445,08DPB0643G,
430,08INM_27212,08DTV0214P,JOSE VASCONCELOS,20445,,
431,08INM_27213,08DCC0029O,REPABE RARAMURI,20445,,
432,08INM_27233,08EPR0039Z,EMILIANO ZAPATA 2379,20445,08EPR0039Z,
433,08INM_27234,08KTV0039J,SECUNDARIA COMUNITARIA,20445,08KTV0039J,
434,08INM_27140,08DTV0134D,TELESECUNDARIA FEDERALIZADA,20445,08DTV0134D,
435,08INM_27141,08DCC0007C,ADOLFO LOPEZ MATEOS,20445,08DCC0007C,
436,08INM_27142,08DPB0535Z,ADOLFO LOPEZ MATEOS,20445,08DPB0292T,
437,08INM_27243,08DPB0490T,MARIO A. MACIAS SALDANA,20445,08DPB0490T,
438,08INM_27143,08DCC0249Z,BENITO JUAREZ,20445,08DCC0249Z,
439,08INM_27226,08DPB0160B,BENITO JUAREZ,20445,08DPB0160B,
440,08INM_27112,08DPR1227A,PATRICIO JARIS,20445,08DPR1227A,
441,08INM_27113,08KTV0002W,SECUNDARIA COMUNITARIA,20445,08KTV0002W,
442,08INM_27114,08KJN1443J,PREESCOLAR COMUNITARIO,20445,08KJN1443J,
443,08INM_27215,08DPB0092V,JOSE MARIA PINO SUAREZ,20445,08DPB0092V,
444,08INM_27216,08DCC0227O,RUBEN DARIO,20445,08DCC0227O,
445,08INM_27239,08DPB0621V,TOWI RALAMULI,20445,08DPB0621V,
446,08INM_27223,08DPB0458K,ESCUELA PRIMARIA BILINGUE,20445,08DPB0458K,
447,08INM_27150,08DPB0453P,REYNALDO BALCAZAR PEREZ,20445,08DPB0453P,
448,08INM_27230,08DPB0140O,GUADALUPE VICTORIA,20445,08DPB0140O,
449,08INM_27227,08DPB0702F,MACAWI,20445,08DPB0702F,
450,08INM_27160,08DCC0238U,EDUCACION PREESCOLAR INDIGENA,20445,08DCC0238U,
451,08INM_27161,08DPB0547D,BENITO JUAREZ,20445,08TAI0256X,
452,08INM_27162,08DTV0185K,TELESECUNDARIA FEDERALIZADA,20445,,
453,08INM_27236,08DPB0012T,IGNACIO MANUEL ALTAMIRANO,20445,08DPB0012T,
454,08INM_27237,08KTV0219U,SECUNDARIA COMUNITARIA,20445,08KTV0219U,
455,08INM_27238,08DCC0239T,MANUEL ACUÑA,20445,08DCC0239T,
456,08INM_27169,08EPR0035D,MARIANO ESCOBEDO 2565,20445,08EPR0035D,
457,08INM_27170,08KJN1468S,PREESCOLAR COMUNITARIO,20445,08KJN1468S,
458,08INM_27171,08DCC0016K,GABRIELA MISTRAL,20445,08DCC0016K,
459,08INM_27172,08DPB0536Y,BENITO JUAREZ,20445,08DPB0536Y,
460,08INM_27138,08DTV0114Q,TELESECUNDARIA FEDERALIZADA,20445,08DTV0114Q,
461,08INM_27139,08DCC0116J,MEXICO,20445,08DCC0116J,
462,08INM_27189,08DPB0538W,CUAUHTEMOC,20445,08DPB0146I,
463,08INM_27190,08DCC0008B,CUAUHTEMOC,20445,08DPB0538W,
464,08INM_27191,08DTV0215O,TELESECUNDARIA FEDERALIZADA,20445,08DTV0215O,
465,08INM_27210,08DCC0256J,ROSAURA ZAPATA,20445,08DCC0256J,
466,08INM_27198,08DTV0078B,15 DE MAYO,20445,08DTV0078B,
467,08INM_27199,08DCC0113M,IGNACIO MANUEL ALTAMIRANO,20445,08TAI0259U,
468,08INM_27202,08KTV0225E,SECUNDARIA COMUNITARIA,20445,,
469,08INM_27203,08DCC0219F,JOSE MARIA MORELOS,20445,08DCC0219F,
470,08INM_27204,08DPB0608A,CUAUHTEMOC,20445,08DPB0608A,
471,08INM_27352,08DPR1613U,LAZARO CARDENAS,20445,08DPR1613U,
472,08INM_27413,08DPB0098P,MURAKA,20445,08DPB0098P,
473,08INM_27411,08DPB0658I,PRIMARIA INDIGENA,20445,08DPB0658I,
474,08INM_27414,08DPB0694N,FRANCISCO I. MADERO,20445,08DPB0694N,
475,08INM_27395,08DPB0543H,MARGARITA MAZA DE JUAREZ,20445,08DPB0094T,
476,08INM_27399,08DPB0293S/08KJN0449X,IGNACIO MANUEL ALTAMIRANO,,08DPB0293S,
477,08INM_27388,08DCC0117I,FRANCISCO M PLANCARTE,20445,08DCC0117I,
478,08INM_27389,08DPB0542I,FRANCISCO M. PLANCARTE,20445,08DAI0014I,
479,08INM_27390,08DTV0239Y,NIÑOS HEROES,20445,08DTV0239Y,
480,08INM_27406,08DPB0529O/08DCC0003G,IGNACIO LEON RUIZ,,08DPB0529O,
481,08INM_27410,08DPB0703E,NIÑOS REVOLUCIONARIOS,20445,08DPB0703E,
482,08INM_27407,08DCC0014M,TEPORAKA,20445,08TAI0248O,
483,08INM_27408,08DPB0539V,GABRIEL TEPORACA,20445,08DPB0539V,
484,08INM_28329,08EPR0838T,TIERRA Y LIBERTAD 2780,20445,08EPR0838T,
485,08INM_28330,08KJN1107H,JARDIN DE NIÑOS,20445,08KJN1107H,
486,08INM_28285,08EPR0776X,FELIPE ANGELES 2709,20445,08EPR0776X,
487,08INM_28278,08ETV0207E,TELESECUNDARIA 6229,20445,,
488,08INM_28279,08EPR0833Y,ALVARO OBREGON SALIDO 2768,20445,,
489,08INM_28325,08KJN1475B,PREESCOLAR COMUNITARIO,20445,08KJN1475B,
490,08INM_28332,08DCC0092Q,AUGUSTO CESAR SANDINO,20445,08DCC0092Q,
491,08INM_28333,08KTV0108P,SECUNDARIA COMUNITARIA,20445,08KTV0108P,
492,08INM_28334,08DPB0633Z,AGUSTIN MELGAR,20445,08DPB0633Z,
493,08INM_28298,08DJN0709J,RALLENALI,20445,08DJN0709J,
494,08INM_28299,08DTV0059N,IGNACIO VALENZUELA,20445,08DTV0059N,
495,08INM_28300,08DPR2286X,BENITO JUAREZ,20445,08DPR2286X,
496,08INM_28286,08EPR0731A,RAMON CORRAL 2670,20445,08EPR0731A,
497,08INM_28311,08DPR1544O,JULIO PASCUAL,20445,08DPR1544O,
498,08INM_28274,08EPR0730B,ROBERTO CRUZ 2664,20445,,
499,08INM_28289,08KJN1320Z/08EPR0856I,JARDIN DE NIÑOS,,08KJN1320Z,
500,08INM_28331,08DPB0527Q,NETZAHUALCOYOTL,20445,08DPB0527Q,
501,08INM_28319,08EPR0791P,JESUS GARCIA 2730,20445,08EPR0791P,
502,08INM_28671,08DPB0525S,FRANCISCO MANUEL PLANCARTE,20445,08DPB0525S,
503,08INM_28672,08DCC0061X,SOR JUANA INES DE LA CRUZ,20445,08DCC0061X,
504,08INM_28673,08DTV0169T,TELESECUNDARIA FEDERALIZADA,20445,08DTV0169T,
505,08INM_28849,08DPB0400K,PAQUIME,20445,08DPB0400K,
506,08INM_28727,08DJN2247E,JOAQUIN BARANDA QUIJANO,20445,08DJN2247E,
507,08INM_28729,08DTV0108F,FELIX BUSTILLOS SANCHEZ,20445,08DTV0108F,
508,08INM_28555,08DTV0062A,TELESECUNDARIA FEDERALIZADA,20445,08DTV0062A,
509,08INM_28556,08DPR0086L,JOSE TRINIDAD PEREYRA,20445,08DPR0086L,
510,08INM_28695,08DCC0228N,GABRIELA MISTRAL,20445,08DCC0228N,
511,08INM_28696,08DPB0272F,BELISARIO DOMINGUEZ,20445,08DPB0272F,
512,08INM_28557,08ETV0089G,TELESECUNDARIA 6089,20445,08ETV0089G,
513,08INM_28558,08DCC0037X,IGNACIO LEON RUIZ,20445,08DPB0548C,
514,08INM_28792,08DPB0491S,CHAPAREKE,20445,08DPB0491S,
515,08INM_28835,08KTV0148Q/08KPR0144V,SECUNDARIA COMUNITARIA,,08KTV0148Q,
516,08INM_28836,08KJN1299N,PREESCOLAR COMUNITARIO,20445,08KJN1299N,
517,08INM_28802,08DCC0141I,SOLEDAD ANAYA ZOLORZANO,20445,08DCC0141I,
518,08INM_28850,08KJN1553P,PREESCOLAR COMUNITARIO,20445,08KJN1553P,
519,08INM_28786,08DPB0449C,LUIS DONALDO COLOSIO,20445,08DPB0449C,
520,08INM_28787,08DCC0232Z,ROSAURA ZAPATA,20445,08DCC0232Z,
521,08INM_28665,08KPB0076N,PRIMARIA INDIGENA COMUNITARIA,20445,08KPB0076N,
522,08INM_28751,08DJN0891Z,ENRIQUE PESTALOZZI,20445,08DJN0891Z,
523,08INM_28657,08DPR0477Z,MELCHOR OCAMPO,20445,08DPR0477Z,
524,08INM_28658,08DPB0481L,ELVIRA CRUZ BUSTILLOS,20445,08TAI0009O,
525,08INM_28818,08KPB0120K,PRIMARIA INDIGENA COMUNITARIA,20445,08KPB0120K,
526,08INM_28684,08KPB0229A,PRIMARIA INDIGENA COMUNITARIA,20445,08KPB0229A,
527,08INM_28752,08KPB0123H,PRIMARIA INDIGENA COMUNITARIA,20445,08KPB0250D,
528,08INM_28754,08DCC0247B,JUAN ALDAMA,20445,08DCC0247B,
529,08INM_28755,08DPB0180P,FRANCISCO VILLA,20445,08DPB0180P,
530,08INM_28800,08KPB0250D,PRIMARIA INDIGENA COMUNITARIA,20445,08KPB0240X,
531,08INM_28753,08DPB0455N,IGNACIO ALLENDE,20445,08DPB0455N,
532,08INM_28642,08DPR2041C,VALENTIN GOMEZ FARIAS,20445,08DPR2041C,
533,08INM_28643,08DTV0161A,TELESECUNDARIA FEDERALIZADA,20445,08DTV0161A,
534,08INM_28644,08DJN2322V,GABRIEL GARCIA MARQUEZ,20445,08DJN2322V,
535,08INM_28655,08KCC0182S,PREESCOLAR INDIGENA COMUNITARIO,20445,08KCC0182S,
536,08INM_28756,08KCC0142R/08KPB0200W,PREESCOLAR INDIGENA COMUNITARIO,,08KCC0142R,
537,08INM_28560,08DPB0520X,BENITO JUAREZ,20445,08DPB0166W,
538,08INM_28561,08DCC0153N,BENITO JUAREZ,20445,08DPB0520X,
539,08INM_28562,08DST0087W,SECUNDARIA TECNICA 87,20445,08DST0087W,
540,08INM_28717,08KPB0140Y,PRIMARIA INDIGENA COMUNITARIA,20445,08KPB0140Y,
541,08INM_28730,08DPB0163Z,21 DE MARZO,20445,08DPB0163Z,
542,08INM_28731,08DTV0238Z,TELESECUNDARIA FEDERALIZADA,20445,08DTV0238Z,
543,08INM_28565,08DCC0071D,5 DE MAYO,20445,08DPB0570E,
544,08INM_28700,08KPB0215Y,PRIMARIA INDIGENA COMUNITARIA,20445,08KPB0215Y,
545,08INM_28640,08KPB0211B,PRIMARIA INDIGENA COMUNITARIA,20445,08KPB0211B,
546,08INM_28828,08KPB0005T/08KSC0010A,PRIMARIA INDIGENA COMUNITARIA,,08KPB0005T,
547,08INM_28626,08DCC0185F,LIBRADO LOPEZ CRUZ,20445,08DCC0185F,
548,08INM_28627,08DPB0514M,5 DE FEBRERO,20445,08TAI0223F,
549,08INM_28628,08DCC0050R,5 DE FEBRERO,20445,08DCC0050R,
550,08INM_28629,08DTV0107G,TELESECUNDARIA FEDERALIZADA,20445,08DTV0107G,
551,08INM_28716,08KPR1842X,ESCUELA PRIMARIA,20445,08KPR1842X,
552,08INM_28537,08DPR0893N,JOSE TRINIDAD PEREYRA,20445,,
553,08INM_28573,08DCC0060Y,FLORENCIA AGUIRRE BUSTILLOS,20445,08DCC0060Y,
554,08INM_28574,08DPB0564U,JOSE MARIA PINO SUAREZ,20445,08DAI0024P,
555,08INM_28575,08DTV0072H,TELESECUNDARIA FEDERALIZADA,20445,08DTV0072H,
556,08INM_28714,08KPB0006S,PRIMARIA INDIGENA COMUNITARIA,20445,08KPB0006S,
557,08INM_28760,08DPB0503G,JESUS RAMIREZ,20445,08DCC0159H,
558,08INM_28761,08DCC0267P,ELVIRA CRUZ BUSTILLOS,20445,08DCC0267P,
559,08INM_28762,08DPB0119L,EMILIANO ZAPATA,20445,08DPB0119L,
560,08INM_28763,08KCC0097V,PREESCOLAR INDIGENA COMUNITARIO,20445,08KCC0097V,
561,08INM_28683,08KPR1595E,ESCUELA PRIMARIA,20445,08KPR1595E,
562,08INM_28579,08DTV0149F,TEPOX,20445,08DTV0149F,
563,08INM_28666,08DTV0050W,TELESECUNDARIA FEDERALIZADA,20445,08DTV0050W,
564,08INM_28764,08KPB0007R,PRIMARIA INDIGENA COMUNITARIA,20445,08KPB0007R,
565,08INM_28659,08DPB0047I/08DJN2321W,18 DE MARZO,,08DPB0047I,
566,08INM_28839,08DPR0482L,CUITLAHUAC,20445,08DPR0482L,
567,08INM_28797,08KPB0008Q/08KSC0003R,PRIMARIA INDIGENA COMUNITARIA,,08KPB0008Q,
568,08INM_28590,08KCC0070O,PREESCOLAR INDIGENA COMUNITARIO,20445,08KCC0232J,
569,08INM_28592,08KSC0034K,SECUNDARIA INDIGENA COMUNITARIA,20445,08KSC0034K,
570,08INM_28593,08DPB0715J,CUAUHTEMOC,20445,08DPB0715J,
571,08INM_28689,08KPR0893X/08KTV0037L/08KJN0843Z,ESCUELA PRIMARIA,,08KPR0893X,
572,08INM_28699,08KJN0840B/08KPR0143W,PREESCOLAR COMUNITARIO,,,
573,08INM_28690,08KPR0894W,ESCUELA PRIMARIA,20445,08KPR0894W,
574,08INM_28726,08KPB0168D,PRIMARIA INDIGENA,20445,08KPB0168D,
575,08INM_28641,08DPB0215O,AGUSTIN MELGAR,20445,08DPB0215O,
576,08INM_28747,08DPB0060C,FRANCISCO VILLA,20445,08DPB0060C,
577,08INM_28748,08KCC0210Y,PREESCOLAR INDIGENA COMUNITARIO,20445,08KCC0210Y,
578,08INM_28636,08DPB0697K/08KTV0147R,PRIMARIA INDIGENA,,08DPB0697K,
579,08INM_28637,08KCC0203O,PREESCOLAR INDIGENA,20445,08KCC0203O,
580,08INM_28791,08KPB0216X/08KCC0168Z,PRIMARIA INDIGENA COMUNITARIA,,,
581,08INM_28804,08DPB0056Q,CUAUHTEMOC,20445,08DPB0056Q,
582,08INM_28582,08DTV0164Y,TELESECUNDARIA FEDERALIZADA,20445,08DTV0164Y,
583,08INM_28583,08DPB0522V,PRIMERO DE SEPTIEMBRE,20445,08DPB0522V,
584,08INM_28584,08DCC0013N,1 DE SEPTIEMBRE,20445,08TAI0231O,
585,08INM_28832,08DPB0462X,HERMILO HOLGUIN CARO,20445,,
586,08INM_28635,08KPB0214Z,PRIMARIA INDIGENA COMUNITARIA,20445,08KPB0214Z,
587,08INM_28803,08DPB0683H,CLEMENTE CRUZ HUAHUICHI,20445,08DPB0683H,
588,08INM_28812,08KPB0225E,PRIMARIA INDIGENA,20445,08KPB0225E,
589,08INM_28766,08DTV0156P,TELESECUNDARIA FEDERALIZADA,20445,08DTV0156P,
590,08INM_28769,08DCC0167Q,PATRICIO JARIZ ROSALIO,20445,08DCC0167Q,
591,08INM_28652,08DPB0517J,JOSE GALVEZ,20445,08DPB0517J,
592,08INM_28653,08DCC0022V,FRANCISCO MARQUEZ,20445,08DCC0022V,
593,08INM_28654,08DTV0142M,TELESECUNDARIA FEDERALIZADA,20445,08DTV0142M,
594,08INM_28688,08DPB0565T,MIGUEL HIDALGO,20445,08DPB0565T,
595,08INM_28817,08DTV0181O,TELESECUNDARIA FEDERALIZADA,20445,08DTV0181O,
596,08INM_28767,08DCC0026R,MARTIN LUIS GUZMAN,20445,,
597,08INM_28768,08DPB0524T,BENITO JUAREZ,20445,,
598,08INM_28788,08KPB0121J,PRIMARIA INDIGENA COMUNITARIA,20445,,
599,08INM_28749,08KTV0146S/08DPB0551Q,SECUNDARIA COMUNITARIA,,08KTV0146S,
600,08INM_28750,08DCC0144F,AGUSTIN MELGAR,20445,08DCC0144F,
601,08INM_28580,08DPB0150V,LAZARO CARDENAS,20445,08DCC0145E,
602,08INM_28581,08KCC0026A,PREESCOLAR INDIGENA COMUNITARIO,20445,08KCC0026A,
603,08INM_28674,08KSC0041U,SECUNDARIA INDIGENA COMUNITARIA,20445,,
604,08INM_28675,08DCC0189B,ESTEFANIA CASTAÑEDA,20445,08DCC0189B,
605,08INM_28676,08DPB0467S,ROSARIO CASTELLANOS,20445,08DPB0467S,
606,08INM_28661,08DCC0280J,CENOVIO MEZA RAMOS,20445,08DCC0280J,
607,08INM_28660,08DPB0489D,FLORENCIO DIAZ HOLGUIN,20445,08DPB0489D,
608,08INM_28587,08KPB0220J,"PRIMARIA     INDIGENA     COMUNITARIA
AULA COMPARTIDA",20445,,
609,08INM_28682,08KJN0875R/08KPR0792Z,JARDIN DE NIÑOS,,08KJN0875R,
610,08INM_28638,08KJN1480N,PREESCOLAR COMUNITARIO,20445,08KJN1480N,
611,08INM_28737,08DJN2248D,FRIDA KAHLO,20445,08DJN2248D,
612,08INM_28738,08DPR1903K,NIÑOS HEROES,20445,08DPR1903K,
613,08INM_28739,08ETV0173E,TELESECUNDARIA 6171,20445,08ETV0173E,
614,08INM_28827,08KPB0203T/08KCC0144P,PRIMARIA INDIGENA COMUNITARIA,,08KPB0203T,
615,08INM_28589,08DTV0109E,SALVADOR DALI,20445,08DTV0109E,
616,08INM_28789,08DCC0261V,GABRIELA MISTRAL,20445,08DCC0261V,
617,08INM_28790,08DPB0167V,MIGUEL HIDALGO Y COSTILLA,20445,08DPB0167V,
618,08INM_28668,08KJN0947U/08KPR0832J,JARDIN DE NIÑOS,,08KJN0947U,
619,08INM_28691,08DPB0599J,PATRICIO JARIZ ROSALIO,20445,,
620,08INM_28611,08KCC0154W,PREESCOLAR INDIGENA COMUNITARIO,20445,08KCC0154W,
621,08INM_28612,08DPB0117N,RICARDO FLORES MAGON,20445,08DPB0117N,
622,08INM_28713,08KPB0194B,PRIMARIA INDIGENA COMUNITARIA,20445,08KPB0194B,
623,08INM_28712,08DPB0654M,AGUSTIN MELGAR,20445,08DPB0654M,
